interaction_id,user_id,business_id,interaction_type,distance_km,session_duration_s,device_type,timestamp
INT01316,USR0074,BIZ0065,view,5.168,18,android,2026-03-20 18:29:08
INT01317,USR0181,BIZ0106,view,4.24,16,ios,2026-03-05 14:41:59
INT01318,USR0119,BIZ0088,saved_business,4.354,83,ios,2026-04-21 22:59:17
INT01319,USR0121,BIZ0068,search_click,4.892,54,android,2026-03-12 10:59:27
INT01320,USR0024,BIZ0095,saved_business,4.231,23,ios,2026-03-26 20:08:40
INT01321,USR0070,BIZ0103,search_click,4.766,30,android,2026-03-21 03:50:04
INT01322,USR0090,BIZ0115,view,3.026,26,ios,2026-02-23 06:51:00
INT01323,USR0154,BIZ0056,profile_view,4.83,65,ios,2026-02-15 07:34:08
INT01324,USR0176,BIZ0048,search_click,2.57,39,android,2026-02-08 18:25:03
INT01325,USR0186,BIZ0103,profile_view,4.883,116,android,2026-04-19 01:45:09
INT01326,USR0128,BIZ0049,search_click,3.674,46,ios,2026-03-18 14:02:42
INT01327,USR0038,BIZ0035,view,0.531,17,ios,2026-01-29 12:17:57
INT01328,USR0049,BIZ0099,view,2.347,22,ios,2026-03-16 05:15:29
INT01329,USR0108,BIZ0029,view,0.385,20,android,2026-03-13 02:11:51
INT01330,USR0100,BIZ0042,view,2.469,29,android,2026-02-01 21:52:37
INT01331,USR0018,BIZ0037,search_click,0.144,60,android,2026-04-22 12:51:27
INT01332,USR0176,BIZ0055,view,0.041,6,android,2026-02-08 05:56:08
INT01333,USR0160,BIZ0097,view,2.322,12,ios,2026-04-22 17:24:06
INT01334,USR0091,BIZ0099,view,4.872,15,android,2026-02-13 16:25:18
INT01335,USR0099,BIZ0030,profile_view,0.424,53,ios,2026-04-12 01:52:16
INT01336,USR0032,BIZ0013,inquiry_sent,2.581,177,android,2026-04-19 11:42:51
INT01337,USR0057,BIZ0038,view,4.734,18,ios,2026-03-10 08:57:33
INT01338,USR0060,BIZ0013,view,0.672,19,android,2026-04-05 17:50:14
INT01339,USR0099,BIZ0099,profile_view,0.387,99,android,2026-04-18 13:56:38
INT01340,USR0126,BIZ0058,inquiry_sent,2.416,65,ios,2026-03-15 21:34:14
INT01341,USR0100,BIZ0099,profile_view,2.767,49,ios,2026-02-13 08:56:48
INT01342,USR0104,BIZ0031,view,2.868,12,ios,2026-04-20 01:54:00
INT01343,USR0098,BIZ0080,search_click,0.233,46,android,2026-03-28 07:28:23
INT01344,USR0017,BIZ0058,inquiry_sent,2.965,148,ios,2026-03-04 12:08:22
INT01345,USR0126,BIZ0058,search_click,2.416,37,ios,2026-03-01 13:25:09
INT01346,USR0069,BIZ0048,saved_business,0.582,36,android,2026-04-16 01:07:11
INT01347,USR0166,BIZ0070,search_click,0.744,12,ios,2026-03-03 00:43:03
INT01348,USR0195,BIZ0034,profile_view,0.336,171,android,2026-02-20 18:05:13
INT01349,USR0135,BIZ0110,search_click,0.446,37,ios,2026-04-17 14:37:16
INT01350,USR0048,BIZ0034,view,0.344,12,android,2026-03-26 02:28:58
INT01351,USR0147,BIZ0089,profile_view,0.402,75,ios,2026-03-19 12:47:22
INT01352,USR0109,BIZ0107,view,5.199,11,android,2026-02-04 06:47:15
INT01353,USR0026,BIZ0037,profile_view,0.337,148,ios,2026-04-04 07:22:21
INT01354,USR0040,BIZ0072,view,4.971,15,android,2026-04-08 04:33:27
INT01355,USR0132,BIZ0099,search_click,2.856,35,android,2026-02-13 05:57:54
INT01356,USR0121,BIZ0022,view,0.464,16,ios,2026-03-11 20:02:15
INT01357,USR0117,BIZ0025,view,4.017,25,android,2026-02-04 06:07:20
INT01358,USR0097,BIZ0019,view,2.902,20,ios,2026-03-19 17:55:27
INT01359,USR0186,BIZ0052,search_click,5.149,43,ios,2026-04-09 23:50:00
INT01360,USR0148,BIZ0097,profile_view,0.487,164,ios,2026-02-13 05:44:12
INT01361,USR0128,BIZ0017,view,0.78,16,ios,2026-02-08 14:48:02
INT01362,USR0106,BIZ0049,view,0.967,20,android,2026-04-06 17:54:53
INT01363,USR0056,BIZ0058,profile_view,2.371,65,ios,2026-03-05 21:22:54
INT01364,USR0037,BIZ0002,view,4.734,20,ios,2026-03-12 04:33:22
INT01365,USR0120,BIZ0049,view,4.118,6,android,2026-04-24 12:19:45
INT01366,USR0164,BIZ0109,view,0.223,19,ios,2026-04-19 01:15:46
INT01367,USR0111,BIZ0008,view,3.84,22,ios,2026-02-01 20:46:30
INT01368,USR0123,BIZ0008,view,3.894,21,android,2026-01-30 05:07:25
INT01369,USR0026,BIZ0021,profile_view,2.496,36,android,2026-03-26 23:29:57
INT01370,USR0096,BIZ0002,search_click,0.233,39,ios,2026-03-26 04:16:16
INT01371,USR0073,BIZ0048,inquiry_sent,5.381,286,ios,2026-04-07 11:35:10
INT01372,USR0111,BIZ0099,view,3.017,28,android,2026-04-29 02:18:52
INT01373,USR0040,BIZ0110,search_click,0.636,38,ios,2026-02-11 04:10:39
INT01374,USR0196,BIZ0108,view,4.404,17,android,2026-02-01 23:43:42
INT01375,USR0078,BIZ0002,view,4.317,11,ios,2026-04-11 04:06:04
INT01376,USR0039,BIZ0056,search_click,4.112,23,android,2026-04-28 09:51:34
INT01377,USR0042,BIZ0100,view,3.006,7,android,2026-03-12 08:47:04
INT01378,USR0043,BIZ0110,search_click,0.262,39,ios,2026-03-25 17:31:36
INT01379,USR0096,BIZ0099,saved_business,5.159,86,ios,2026-03-27 01:20:07
INT01380,USR0084,BIZ0071,profile_view,0.234,180,ios,2026-04-11 18:36:38
INT01381,USR0200,BIZ0107,view,4.113,20,ios,2026-02-27 18:03:15
INT01382,USR0131,BIZ0039,saved_business,2.745,21,ios,2026-04-11 08:51:28
INT01383,USR0066,BIZ0014,view,3.849,30,android,2026-04-18 11:39:14
INT01384,USR0064,BIZ0060,view,4.85,22,ios,2026-03-07 08:33:20
INT01385,USR0103,BIZ0054,view,4.947,10,ios,2026-04-24 13:59:03
INT01386,USR0170,BIZ0008,view,4.696,18,ios,2026-04-12 13:46:25
INT01387,USR0040,BIZ0054,saved_business,4.624,62,android,2026-02-25 22:32:18
INT01388,USR0125,BIZ0103,search_click,4.636,47,android,2026-03-06 16:43:43
INT01389,USR0061,BIZ0038,profile_view,0.544,70,ios,2026-03-23 15:05:09
INT01390,USR0022,BIZ0014,view,4.251,9,ios,2026-03-14 13:21:47
INT01391,USR0024,BIZ0110,profile_view,4.414,68,android,2026-01-29 09:45:03
INT01392,USR0046,BIZ0003,view,2.467,26,ios,2026-03-30 03:55:41
INT01393,USR0023,BIZ0005,inquiry_sent,0.377,69,android,2026-04-28 03:43:16
INT01394,USR0158,BIZ0001,review_posted,4.36,160,ios,2026-02-07 21:31:31
INT01395,USR0152,BIZ0038,inquiry_sent,5.049,216,ios,2026-02-10 16:39:10
INT01396,USR0119,BIZ0082,view,4.42,27,android,2026-03-14 21:29:59
INT01397,USR0058,BIZ0094,view,0.913,26,android,2026-04-01 18:14:43
INT01398,USR0116,BIZ0047,search_click,4.468,55,ios,2026-03-07 20:03:24
INT01399,USR0061,BIZ0099,inquiry_sent,4.78,113,android,2026-03-11 17:37:18
INT01400,USR0181,BIZ0022,view,4.362,8,android,2026-02-07 21:49:09
INT01401,USR0115,BIZ0017,profile_view,0.84,115,ios,2026-03-22 08:27:58
INT01402,USR0184,BIZ0062,search_click,4.235,52,ios,2026-04-23 14:06:16
INT01403,USR0054,BIZ0107,profile_view,0.327,130,android,2026-03-01 06:37:38
INT01404,USR0013,BIZ0003,inquiry_sent,3.023,107,ios,2026-03-11 22:24:39
INT01405,USR0102,BIZ0099,inquiry_sent,2.53,268,ios,2026-04-06 07:02:59
INT01406,USR0182,BIZ0055,view,0.59,23,android,2026-01-29 21:18:36
INT01407,USR0043,BIZ0113,search_click,0.644,31,android,2026-02-02 00:01:02
INT01408,USR0036,BIZ0034,profile_view,0.275,81,android,2026-03-07 19:50:31
INT01409,USR0198,BIZ0002,search_click,4.206,49,ios,2026-02-28 13:33:02
INT01410,USR0027,BIZ0063,inquiry_sent,0.275,114,android,2026-02-28 03:28:52
INT01411,USR0169,BIZ0100,profile_view,3.036,130,android,2026-03-09 08:42:27
INT01412,USR0188,BIZ0099,search_click,5.157,45,ios,2026-03-18 17:02:01
INT01413,USR0194,BIZ0059,view,0.399,23,android,2026-03-12 22:12:01
INT01414,USR0107,BIZ0110,review_posted,0.41,119,ios,2026-04-14 08:24:54
INT01415,USR0058,BIZ0058,view,0.32,6,android,2026-03-30 09:03:21
INT01416,USR0149,BIZ0035,view,3.901,6,android,2026-04-24 21:34:51
INT01417,USR0116,BIZ0034,view,0.269,7,ios,2026-03-18 09:23:56
INT01418,USR0140,BIZ0110,view,4.194,28,ios,2026-04-08 10:04:05
INT01419,USR0170,BIZ0006,saved_business,0.548,85,ios,2026-04-09 09:20:23
INT01420,USR0061,BIZ0110,search_click,0.403,21,android,2026-01-30 11:56:20
INT01421,USR0110,BIZ0009,profile_view,2.825,35,android,2026-02-09 21:46:39
INT01422,USR0192,BIZ0097,view,4.686,13,ios,2026-02-12 18:51:47
INT01423,USR0110,BIZ0030,view,2.951,14,ios,2026-04-29 00:40:27
INT01424,USR0178,BIZ0073,view,0.448,8,android,2026-04-25 00:59:13
INT01425,USR0017,BIZ0099,profile_view,0.17,75,android,2026-04-08 01:25:37
INT01426,USR0087,BIZ0016,profile_view,5.023,149,android,2026-03-13 12:43:29
INT01427,USR0158,BIZ0038,view,0.646,16,android,2026-03-05 03:03:52
INT01428,USR0049,BIZ0073,view,0.584,24,android,2026-04-28 12:13:40
INT01429,USR0042,BIZ0021,view,0.231,22,android,2026-03-13 07:12:48
INT01430,USR0194,BIZ0087,view,4.49,30,ios,2026-02-07 12:57:08
INT01431,USR0132,BIZ0099,search_click,2.856,49,ios,2026-04-08 19:55:23
INT01432,USR0192,BIZ0095,saved_business,0.56,78,ios,2026-03-05 01:45:27
INT01433,USR0165,BIZ0048,inquiry_sent,0.439,108,android,2026-03-21 14:28:16
INT01434,USR0005,BIZ0118,review_posted,2.269,166,android,2026-04-26 11:32:35
INT01435,USR0119,BIZ0010,inquiry_sent,4.347,203,android,2026-03-23 13:52:30
INT01436,USR0122,BIZ0065,saved_business,4.978,58,android,2026-03-26 11:07:37
INT01437,USR0009,BIZ0099,profile_view,0.478,167,ios,2026-02-24 15:05:50
INT01438,USR0028,BIZ0007,view,0.492,9,ios,2026-04-12 15:08:24
INT01439,USR0040,BIZ0038,inquiry_sent,0.761,195,ios,2026-02-04 23:29:00
INT01440,USR0079,BIZ0097,search_click,2.323,28,ios,2026-02-14 20:21:31
INT01441,USR0024,BIZ0103,review_posted,0.098,85,ios,2026-02-08 10:07:50
INT01442,USR0068,BIZ0099,view,0.036,23,android,2026-03-22 14:51:19
INT01443,USR0021,BIZ0034,view,4.179,22,android,2026-04-12 06:14:56
INT01444,USR0141,BIZ0110,inquiry_sent,4.428,292,ios,2026-02-07 06:11:00
INT01445,USR0104,BIZ0097,view,2.475,18,android,2026-03-29 10:18:03
INT01446,USR0069,BIZ0097,view,2.297,23,android,2026-02-07 19:59:32
INT01447,USR0123,BIZ0005,inquiry_sent,4.086,87,ios,2026-02-12 12:15:55
INT01448,USR0144,BIZ0107,view,0.513,10,android,2026-03-26 23:51:15
INT01449,USR0005,BIZ0061,profile_view,2.879,160,android,2026-04-28 06:52:46
INT01450,USR0002,BIZ0092,inquiry_sent,3.8,246,android,2026-03-14 13:22:20
INT01451,USR0061,BIZ0007,view,3.645,11,ios,2026-03-01 04:51:39
INT01452,USR0104,BIZ0115,search_click,3.015,27,android,2026-03-25 16:38:01
INT01453,USR0032,BIZ0097,view,2.045,5,android,2026-03-06 17:13:10
INT01454,USR0049,BIZ0097,profile_view,0.124,178,android,2026-04-26 06:20:20
INT01455,USR0064,BIZ0018,view,4.957,28,android,2026-04-05 00:44:51
INT01456,USR0176,BIZ0051,saved_business,2.813,29,android,2026-03-28 21:14:41
INT01457,USR0184,BIZ0015,profile_view,2.16,117,android,2026-03-10 10:55:24
INT01458,USR0038,BIZ0097,profile_view,4.801,113,ios,2026-03-04 07:17:15
INT01459,USR0133,BIZ0092,search_click,0.355,50,android,2026-02-16 19:53:25
INT01460,USR0091,BIZ0028,profile_view,3.974,92,ios,2026-03-14 05:17:44
INT01461,USR0071,BIZ0058,view,2.639,10,android,2026-04-09 13:03:05
INT01462,USR0016,BIZ0097,search_click,0.607,17,ios,2026-02-10 21:08:59
INT01463,USR0072,BIZ0025,profile_view,4.219,165,android,2026-03-23 00:02:55
INT01464,USR0090,BIZ0040,view,2.969,13,ios,2026-04-25 22:25:12
INT01465,USR0070,BIZ0023,view,0.581,5,android,2026-03-28 06:55:06
INT01466,USR0099,BIZ0033,review_posted,0.177,97,android,2026-02-22 07:25:19
INT01467,USR0095,BIZ0070,profile_view,4.061,162,ios,2026-04-06 09:28:21
INT01468,USR0006,BIZ0007,saved_business,0.798,51,ios,2026-04-12 02:12:58
INT01469,USR0194,BIZ0113,review_posted,0.511,207,android,2026-03-26 16:41:03
INT01470,USR0136,BIZ0001,saved_business,0.354,85,ios,2026-03-21 08:01:00
INT01471,USR0001,BIZ0062,view,4.461,28,ios,2026-02-20 19:45:52
INT01472,USR0070,BIZ0078,profile_view,5.24,174,ios,2026-02-06 20:47:47
INT01473,USR0121,BIZ0086,inquiry_sent,4.48,279,ios,2026-03-02 08:06:16
INT01474,USR0195,BIZ0034,view,0.336,22,android,2026-04-01 07:03:27
INT01475,USR0027,BIZ0076,view,2.955,6,android,2026-03-12 06:08:29
INT01476,USR0137,BIZ0120,view,2.509,22,ios,2026-04-03 21:03:11
INT01477,USR0057,BIZ0097,view,1.942,13,android,2026-04-21 20:33:42
INT01478,USR0105,BIZ0016,view,0.779,19,android,2026-02-06 15:09:56
INT01479,USR0061,BIZ0083,view,0.345,24,android,2026-02-02 04:39:02
INT01480,USR0177,BIZ0037,view,2.474,28,android,2026-04-22 13:53:43
INT01481,USR0126,BIZ0099,view,0.379,15,android,2026-02-06 04:51:23
INT01482,USR0150,BIZ0034,search_click,2.892,54,ios,2026-04-23 08:05:48
INT01483,USR0193,BIZ0058,profile_view,4.207,54,android,2026-03-30 06:36:26
INT01484,USR0050,BIZ0024,view,0.438,28,android,2026-02-15 20:17:29
INT01485,USR0054,BIZ0029,view,0.503,19,android,2026-03-25 21:31:05
INT01486,USR0009,BIZ0015,review_posted,0.341,220,ios,2026-04-14 08:17:40
INT01487,USR0111,BIZ0021,view,2.74,20,ios,2026-01-29 21:42:27
INT01488,USR0096,BIZ0004,view,4.715,18,android,2026-02-05 20:28:09
INT01489,USR0041,BIZ0032,view,0.261,12,android,2026-02-22 04:06:18
INT01490,USR0134,BIZ0097,inquiry_sent,0.406,290,ios,2026-04-18 23:50:27
INT01491,USR0041,BIZ0099,search_click,4.915,23,ios,2026-03-08 10:59:48
INT01492,USR0157,BIZ0099,search_click,2.978,48,android,2026-04-22 13:51:45
INT01493,USR0198,BIZ0099,view,2.838,29,ios,2026-04-22 16:05:49
INT01494,USR0149,BIZ0015,profile_view,2.722,88,android,2026-03-20 14:58:56
INT01495,USR0102,BIZ0108,search_click,2.066,18,android,2026-03-16 20:01:26
INT01496,USR0138,BIZ0103,profile_view,4.293,42,android,2026-02-19 22:52:15
INT01497,USR0142,BIZ0010,search_click,2.58,26,ios,2026-03-19 14:52:56
INT01498,USR0046,BIZ0005,search_click,4.538,18,android,2026-04-02 02:35:51
INT01499,USR0023,BIZ0070,profile_view,3.661,169,android,2026-04-05 14:45:47
INT01500,USR0083,BIZ0059,profile_view,4.18,116,android,2026-02-01 04:45:05
